Username,"python unit test (0 perfect, 5 had extra newlines, 10 had something else)","bash unit test (0 perfect, 5 had extra newlines, 10 had something else)",".bash_history file existed (10 for True, 0 for False)","diff.png file existed (10 for True, 0 for False)","debug1.png file existed (10 for True, 0 for False)","debug2.png file existed (10 for True, 0 for False)"
lthpkh,5,5,True,True,True,True
