Username,Accuracy_1,Accuracy_2,Accuracy_3,Accuracy_4,Accuracy_5,Accuracy_6,Avg_time_per_book
lthpkh,0.1143,0.0152,0.1002,0.0265,0.0447,0.1381,6.24692850366652
